CODE,DESCRIPTION,LAST_UPDATED
V051,Pedestrian injured in collision with railway train or railway vehicle: Traffic accident,2025-09-10
V059,Pedestrian injured in collision with railway train or railway vehicle: Unspecified whether traffic or nontraffic accident,2025-09-10
V06,Pedestrian injured in collision with other nonmotor vehicle,2025-09-10
V060,Pedestrian injured in collision with other nonmotor vehicle: Nontraffic accident,2025-09-10
V061,Pedestrian injured in collision with other nonmotor vehicle: Traffic accident,2025-09-10
V069,Pedestrian injured in collision with other nonmotor vehicle: Unspecified whether traffic or nontraffic accident,2025-09-10
V09,Pedestrian injured in other and unspecified transport accidents,2025-09-10
V090,Pedestrian injured in nontraffic accident involving other and unspecified motor vehicles,2025-09-10
V091,Pedestrian injured in unspecified nontraffic accident,2025-09-10
V092,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,2025-09-10
V093,Pedestrian injured in unspecified traffic accident,2025-09-10
V099,Pedestrian injured in unspecified transport accident,2025-09-10
V10,Pedal cyclist injured in collision with pedestrian or animal,2025-09-10
V100,Pedal cyclist injured in collision with pedestrian or animal: Driver injured in nontraffic accident,2025-09-10
V101,Pedal cyclist injured in collision with pedestrian or animal: Passenger injured in nontraffic accident,2025-09-10
V102,Pedal cyclist injured in collision with pedestrian or animal: Unspecified pedal cyclist injured in nontraffic accident,2025-09-10
V103,Pedal cyclist injured in collision with pedestrian or animal: Person injured while boarding or alighting,2025-09-10
V104,Pedal cyclist injured in collision with pedestrian or animal: Driver injured in traffic accident,2025-09-10
V105,Pedal cyclist injured in collision with pedestrian or animal: Passenger injured in traffic accident,2025-09-10
V109,Pedal cyclist injured in collision with pedestrian or animal: Unspecified pedal cyclist injured in traffic accident,2025-09-10
V11,Pedal cyclist injured in collision with other pedal cycle,2025-09-10
V110,Pedal cyclist injured in collision with other pedal cycle: Driver injured in nontraffic accident,2025-09-10
V111,Pedal cyclist injured in collision with other pedal cycle: Passenger injured in nontraffic accident,2025-09-10
V112,Pedal cyclist injured in collision with other pedal cycle: Unspecified pedal cyclist injured in nontraffic accident,2025-09-10
V113,Pedal cyclist injured in collision with other pedal cycle: Person injured while boarding or alighting,2025-09-10
V114,Pedal cyclist injured in collision with other pedal cycle: Driver injured in traffic accident,2025-09-10
V115,Pedal cyclist injured in collision with other pedal cycle: Passenger injured in traffic accident,2025-09-10
V119,Pedal cyclist injured in collision with other pedal cycle: Unspecified pedal cyclist injured in traffic accident,2025-09-10
V12,Pedal cyclist injured in collision with two- or three-wheeled motor vehicle,2025-09-10
V120,Pedal cyclist injured in collision with two- or three-wheeled motor vehicle: Driver injured in nontraffic accident,2025-09-10
V121,Pedal cyclist injured in collision with two- or three-wheeled motor vehicle: Passenger injured in nontraffic accident,2025-09-10
V122,Pedal cyclist injured in collision with two- or three-wheeled motor vehicle: Unspecified pedal cyclist injured in nontraffic accident,2025-09-10
V123,Pedal cyclist injured in collision with two- or three-wheeled motor vehicle: Person injured while boarding or alighting,2025-09-10
V124,Pedal cyclist injured in collision with two- or three-wheeled motor vehicle: Driver injured in traffic accident,2025-09-10
V125,Pedal cyclist injured in collision with two- or three-wheeled motor vehicle: Passenger injured in traffic accident,2025-09-10
V129,Pedal cyclist injured in collision with two- or three-wheeled motor vehicle: Unspecified pedal cyclist injured in traffic accident,2025-09-10
V13,"Pedal cyclist injured in collision with car, pick-up truck or van",2025-09-10
V130,"Pedal cyclist injured in collision with car, pick-up truck or van: Driver injured in nontraffic accident",2025-09-10
V131,"Pedal cyclist injured in collision with car, pick-up truck or van: Passenger injured in nontraffic accident",2025-09-10
V132,"Pedal cyclist injured in collision with car, pick-up truck or van: Unspecified pedal cyclist injured in nontraffic accident",2025-09-10
V133,"Pedal cyclist injured in collision with car, pick-up truck or van: Person injured while boarding or alighting",2025-09-10
V134,"Pedal cyclist injured in collision with car, pick-up truck or van: Driver injured in traffic accident",2025-09-10
V135,"Pedal cyclist injured in collision with car, pick-up truck or van: Passenger injured in traffic accident",2025-09-10
V139,"Pedal cyclist injured in collision with car, pick-up truck or van: Unspecified pedal cyclist injured in traffic accident",2025-09-10
V14,Pedal cyclist injured in collision with heavy transport vehicle or bus,2025-09-10
V140,Pedal cyclist injured in collision with heavy transport vehicle or bus: Driver injured in nontraffic accident,2025-09-10
V141,Pedal cyclist injured in collision with heavy transport vehicle or bus: Passenger injured in nontraffic accident,2025-09-10
V142,Pedal cyclist injured in collision with heavy transport vehicle or bus: Unspecified pedal cyclist injured in nontraffic accident,2025-09-10
V143,Pedal cyclist injured in collision with heavy transport vehicle or bus: Person injured while boarding or alighting,2025-09-10
V144,Pedal cyclist injured in collision with heavy transport vehicle or bus: Driver injured in traffic accident,2025-09-10
V145,Pedal cyclist injured in collision with heavy transport vehicle or bus: Passenger injured in traffic accident,2025-09-10
V149,Pedal cyclist injured in collision with heavy transport vehicle or bus: Unspecified pedal cyclist injured in traffic accident,2025-09-10
V15,Pedal cyclist injured in collision with railway train or railway vehicle,2025-09-10
V150,Pedal cyclist injured in collision with railway train or railway vehicle: Driver injured in nontraffic accident,2025-09-10
V151,Pedal cyclist injured in collision with railway train or railway vehicle: Passenger injured in nontraffic accident,2025-09-10
V152,Pedal cyclist injured in collision with railway train or railway vehicle: Unspecified pedal cyclist injured in nontraffic accident,2025-09-10
V153,Pedal cyclist injured in collision with railway train or railway vehicle: Person injured while boarding or alighting,2025-09-10
V154,Pedal cyclist injured in collision with railway train or railway vehicle: Driver injured in traffic accident,2025-09-10
V155,Pedal cyclist injured in collision with railway train or railway vehicle: Passenger injured in traffic accident,2025-09-10
V159,Pedal cyclist injured in collision with railway train or railway vehicle: Unspecified pedal cyclist injured in traffic accident,2025-09-10
V16,Pedal cyclist injured in collision with other nonmotor vehicle,2025-09-10
V160,Pedal cyclist injured in collision with other nonmotor vehicle: Driver injured in nontraffic accident,2025-09-10
V161,Pedal cyclist injured in collision with other nonmotor vehicle: Passenger injured in nontraffic accident,2025-09-10
V162,Pedal cyclist injured in collision with other nonmotor vehicle: Unspecified pedal cyclist injured in nontraffic accident,2025-09-10
V163,Pedal cyclist injured in collision with other nonmotor vehicle: Person injured while boarding or alighting,2025-09-10
V164,Pedal cyclist injured in collision with other nonmotor vehicle: Driver injured in traffic accident,2025-09-10
V165,Pedal cyclist injured in collision with other nonmotor vehicle: Passenger injured in traffic accident,2025-09-10
V169,Pedal cyclist injured in collision with other nonmotor vehicle: Unspecified pedal cyclist injured in traffic accident,2025-09-10
V17,Pedal cyclist injured in collision with fixed or stationary object,2025-09-10
V170,Pedal cyclist injured in collision with fixed or stationary object: Driver injured in nontraffic accident,2025-09-10
V171,Pedal cyclist injured in collision with fixed or stationary object: Passenger injured in nontraffic accident,2025-09-10
V172,Pedal cyclist injured in collision with fixed or stationary object: Unspecified pedal cyclist injured in nontraffic accident,2025-09-10
V173,Pedal cyclist injured in collision with fixed or stationary object: Person injured while boarding or alighting,2025-09-10
V174,Pedal cyclist injured in collision with fixed or stationary object: Driver injured in traffic accident,2025-09-10
V175,Pedal cyclist injured in collision with fixed or stationary object: Passenger injured in traffic accident,2025-09-10
V179,Pedal cyclist injured in collision with fixed or stationary object: Unspecified pedal cyclist injured in traffic accident,2025-09-10
V18,Pedal cyclist injured in noncollision transport accident,2025-09-10
V180,Pedal cyclist injured in noncollision transport accident: Driver injured in nontraffic accident,2025-09-10
V181,Pedal cyclist injured in noncollision transport accident: Passenger injured in nontraffic accident,2025-09-10
V182,Pedal cyclist injured in noncollision transport accident: Unspecified pedal cyclist injured in nontraffic accident,2025-09-10
V183,Pedal cyclist injured in noncollision transport accident: Person injured while boarding or alighting,2025-09-10
V184,Pedal cyclist injured in noncollision transport accident: Driver injured in traffic accident,2025-09-10
V185,Pedal cyclist injured in noncollision transport accident: Passenger injured in traffic accident,2025-09-10
V189,Pedal cyclist injured in noncollision transport accident: Unspecified pedal cyclist injured in traffic accident,2025-09-10
V19,Pedal cyclist injured in other and unspecified transport accidents,2025-09-10
V190,Driver injured in collision with other and unspecified motor vehicles in nontraffic accident,2025-09-10
V191,Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident,2025-09-10
V192,Unspecified pedal cyclist injured in collision with other and unspecified motor vehicles in nontraffic accident,2025-09-10
V193,Pedal cyclist [any] injured in unspecified nontraffic accident,2025-09-10
V194,Driver injured in collision with other and unspecified motor vehicles in traffic accident,2025-09-10
V195,Passenger injured in collision with other and unspecified motor vehicles in traffic accident,2025-09-10
V196,Unspecified pedal cyclist injured in collision with other and unspecified motor vehicles in traffic accident,2025-09-10
V198,Pedal cyclist [any] injured in other specified transport accidents,2025-09-10
V199,Pedal cyclist [any] injured in unspecified traffic accident,2025-09-10
V20,Motorcycle rider injured in collision with pedestrian or animal,2025-09-10
V200,Motorcycle rider injured in collision with pedestrian or animal: Driver injured in nontraffic accident,2025-09-10
V201,Motorcycle rider injured in collision with pedestrian or animal: Passenger injured in nontraffic accident,2025-09-10
V202,Motorcycle rider injured in collision with pedestrian or animal: Unspecified motorcycle rider injured in nontraffic accident,2025-09-10
V203,Motorcycle rider injured in collision with pedestrian or animal: Person injured while boarding or alighting,2025-09-10
V204,Motorcycle rider injured in collision with pedestrian or animal: Driver injured in traffic accident,2025-09-10
V205,Motorcycle rider injured in collision with pedestrian or animal: Passenger injured in traffic accident,2025-09-10
V209,Motorcycle rider injured in collision with pedestrian or animal: Unspecified motorcycle rider injured in traffic accident,2025-09-10
V21,Motorcycle rider injured in collision with pedal cycle,2025-09-10
V210,Motorcycle rider injured in collision with pedal cycle: Driver injured in nontraffic accident,2025-09-10
V211,Motorcycle rider injured in collision with pedal cycle: Passenger injured in nontraffic accident,2025-09-10
V212,Motorcycle rider injured in collision with pedal cycle: Unspecified motorcycle rider injured in nontraffic accident,2025-09-10
V213,Motorcycle rider injured in collision with pedal cycle: Person injured while boarding or alighting,2025-09-10
V214,Motorcycle rider injured in collision with pedal cycle: Driver injured in traffic accident,2025-09-10
V215,Motorcycle rider injured in collision with pedal cycle: Passenger injured in traffic accident,2025-09-10
V219,Motorcycle rider injured in collision with pedal cycle: Unspecified motorcycle rider injured in traffic accident,2025-09-10
V22,Motorcycle rider injured in collision with two- or three-wheeled motor vehicle,2025-09-10
V220,Motorcycle rider injured in collision with two- or three-wheeled motor vehicle: Driver injured in nontraffic accident,2025-09-10
V221,Motorcycle rider injured in collision with two- or three-wheeled motor vehicle: Passenger injured in nontraffic accident,2025-09-10
V222,Motorcycle rider injured in collision with two- or three-wheeled motor vehicle: Unspecified motorcycle rider injured in nontraffic accident,2025-09-10
V223,Motorcycle rider injured in collision with two- or three-wheeled motor vehicle: Person injured while boarding or alighting,2025-09-10
V224,Motorcycle rider injured in collision with two- or three-wheeled motor vehicle: Driver injured in traffic accident,2025-09-10
V225,Motorcycle rider injured in collision with two- or three-wheeled motor vehicle: Passenger injured in traffic accident,2025-09-10
V229,Motorcycle rider injured in collision with two- or three-wheeled motor vehicle: Unspecified motorcycle rider injured in traffic accident,2025-09-10
V23,"Motorcycle rider injured in collision with car, pick-up truck or van",2025-09-10
V230,"Motorcycle rider injured in collision with car, pick-up truck or van: Driver injured in nontraffic accident",2025-09-10
V231,"Motorcycle rider injured in collision with car, pick-up truck or van: Passenger injured in nontraffic accident",2025-09-10
V232,"Motorcycle rider injured in collision with car, pick-up truck or van: Unspecified motorcycle rider injured in nontraffic accident",2025-09-10
